created_at,text,conversation_id,reply_settings,edit_history_tweet_ids,lang,referenced_tweets,possibly_sensitive,id,author_id,entities.annotations,entities.mentions,public_metrics.retweet_count,public_metrics.reply_count,public_metrics.like_count,public_metrics.quote_count,public_metrics.bookmark_count,public_metrics.impression_count,edit_controls.edits_remaining,edit_controls.is_edit_eligible,edit_controls.editable_until,entities.urls,attachments.media_keys,entities.hashtags,in_reply_to_user_id,attachments.media_source_tweet_id,entities.cashtags,location,username,name,brand,geo.place_id,attachments.poll_ids,withheld.country_codes,geo.coordinates.type,geo.coordinates.coordinates,is_about_brand,confidence,rationale
2025-02-10T03:15:17.000Z,That’s a Boston attitude through and through and this is why we love you Dunkin https://t.co/M9NRx2VkAy,1888788805223612494,everyone,['1888788805223612494'],en,"[{'type': 'quoted', 'id': '1888783762424824248'}]",FALSE,1888788805223612494,61851054,"[{'start': 9, 'end': 14, 'probability': 0.9368, 'type': 'Place', 'normalized_text': 'Boston'}, {'start': 73, 'end': 78, 'probability': 0.4377, 'type': 'Person', 'normalized_text': 'Dunkin'}]",,0,0,0,0,0,32,5,TRUE,2025-02-10T04:15:17.000Z,"[{'start': 80, 'end': 103, 'url': 'https://t.co/M9NRx2VkAy', 'expanded_url': 'https://twitter.com/dunkindonuts/status/1888783762424824248', 'display_url': 'x.com/dunkindonuts/s…'}]",,,,,,"Washington, DC",JakeFrmHateFarm,🤙,Dunkin',,,,,,True,1.0,Directly addresses and praises 'Dunkin'.
2025-02-10T03:15:14.000Z,"RT @GMA: From Ben and Casey Affleck suiting up for a new DunKings spot to a wild Mountain Dew ad featuring singer Seal as a literal seal, t…",1888788792741630386,everyone,['1888788792741630386'],en,"[{'type': 'retweeted', 'id': '1888784379658576048'}]",FALSE,1888788792741630386,1206680727145697280,,"[{'start': 3, 'end': 7, 'username': 'GMA', 'id': '22650211'}]",2,0,0,0,0,0,5,FALSE,2025-02-10T04:15:14.000Z,,,,,,,,shafiqnajib,Shafiq Najib,Dunkin',,,,,,True,0.95,"Retweet mentions 'DunKings spot', Dunkin ad campaign."
2025-02-10T03:15:14.000Z,"RT @GMA: From Ben and Casey Affleck suiting up for a new DunKings spot to a wild Mountain Dew ad featuring singer Seal as a literal seal, t…",1888788792741630386,everyone,['1888788792741630386'],en,"[{'type': 'retweeted', 'id': '1888784379658576048'}]",FALSE,1888788792741630386,1206680727145697280,,"[{'start': 3, 'end': 7, 'username': 'GMA', 'id': '22650211'}]",2,0,0,0,0,0,5,FALSE,2025-02-10T04:15:14.000Z,,,,,,,,shafiqnajib,Shafiq Najib,Dunkin',,,,,,True,0.95,"Duplicate of tweet 55, DunKings Dunkin reference."
2025-02-10T03:14:56.000Z,"RT @outbreakupdates: About two million baked goods, including some doughnuts and coffee rolls sold at Dunkin’, are recalled over concerns o…",1888788717298475195,everyone,['1888788717298475195'],en,"[{'type': 'retweeted', 'id': '1888693279698616828'}]",FALSE,1888788717298475195,1427453376929882116,"[{'start': 102, 'end': 107, 'probability': 0.6806, 'type': 'Place', 'normalized_text': 'Dunkin'}]","[{'start': 3, 'end': 19, 'username': 'outbreakupdates', 'id': '1594033745849450497'}]",1247,0,0,0,0,0,5,FALSE,2025-02-10T04:14:56.000Z,,,,,,,E of the Sun W of the Moon,AliceandthePig,Jabberwocky,Dunkin',,,,,,True,1.0,Retweet about Dunkin’ product recall.
2025-02-10T03:14:48.000Z,"@gifdsports Matt McConaughey for @UberEats easily the best #SuperBowlLIX commercial.
The Jeremy Strong cameo in the Dunkin Donuts spot was also fun.",1888785893537771616,everyone,['1888788684234993734'],en,"[{'type': 'replied_to', 'id': '1888785893537771616'}]",FALSE,1888788684234993734,1283548050972119041,,"[{'start': 0, 'end': 11, 'username': 'gifdsports', 'id': '536008303'}, {'start': 33, 'end': 42, 'username': 'UberEats', 'id': '3100005042'}]",0,0,1,0,0,201,5,FALSE,2025-02-10T04:14:48.000Z,,,"[{'start': 59, 'end': 72, 'tag': 'SuperBowlLIX'}]",536008303,,,LA,ByDanShapiro,Dan Shapiro,Dunkin',,,,,,True,1.0,Mentions 'Dunkin Donuts spot'.
2025-02-10T03:14:48.000Z,RT @nkotbnews: Donnie in DUNkin “Movie” https://t.co/pYq3acNpCD https://t.co/KDAozETCu0,1888788682234069193,everyone,['1888788682234069193'],en,"[{'type': 'retweeted', 'id': '1888754756115484828'}]",FALSE,1888788682234069193,16183775,"[{'start': 15, 'end': 20, 'probability': 0.5856, 'type': 'Person', 'normalized_text': 'Donnie'}, {'start': 25, 'end': 30, 'probability': 0.8189, 'type': 'Other', 'normalized_text': 'DUNkin'}]","[{'start': 3, 'end': 13, 'username': 'nkotbnews', 'id': '31223646'}]",25,0,0,0,0,0,5,FALSE,2025-02-10T04:14:48.000Z,"[{'start': 40, 'end': 63, 'url': 'https://t.co/pYq3acNpCD', 'expanded_url': 'http://www.nkotbnews.com/2025/02/donnie-in-dunkin-movie.html', 'display_url': 'nkotbnews.com/2025/02/donnie…', 'images': [{'url': 'https://pbs.twimg.com/news_img/1888754756434210816/fs87onY7?format=jpg&name=orig', 'width': 480, 'height': 360}, {'url': 'https://pbs.twimg.com/news_img/1888754756434210816/fs87onY7?format=jpg&name=150x150', 'width': 150, 'height': 150}], 'status': 200, 'title': 'Donnie in DUNkin “Movie”', 'description': 'nkotb news, nkotb, new kids on the block, donnie wahlberg, jordan knight, joey mcintyre, danny wood, jonathan knight', 'unwound_url': 'http://www.nkotbnews.com/2025/02/donnie-in-dunkin-movie.html'}, {'start': 64, 'end': 87, 'url': 'https://t.co/KDAozETCu0', 'expanded_url': 'https://x.com/nkotbnews/status/1888754756115484828/photo/1', 'display_url': 'pic.x.com/KDAozETCu0', 'media_key': '3_1888754750813884416'}]",['3_1888754750813884416'],,,['1888754756115484828'],,"Suffolk, VA",kerriski,kerriski,Dunkin',,,,,,True,0.95,"Mentions 'DUNkin “Movie”', clear Dunkin reference."
2025-02-10T03:14:31.000Z,RT @dunkindonuts: You asked for more… so we delivered a full film. “DunKings 2: The Movie” is here 👏👏 https://t.co/fTOFVqJQi9,1888788610607882440,everyone,['1888788610607882440'],en,"[{'type': 'retweeted', 'id': '1888738294650769881'}]",FALSE,1888788610607882440,1879755436322435072,"[{'start': 68, 'end': 88, 'probability': 0.7806, 'type': 'Other', 'normalized_text': 'DunKings 2: The Movie'}]","[{'start': 3, 'end': 16, 'username': 'dunkindonuts', 'id': '8771022'}]",851,0,0,0,0,0,5,FALSE,2025-02-10T04:14:31.000Z,"[{'start': 102, 'end': 125, 'url': 'https://t.co/fTOFVqJQi9', 'expanded_url': 'https://x.com/dunkindonuts/status/1888738294650769881/video/1', 'display_url': 'pic.x.com/fTOFVqJQi9', 'media_key': '13_1888737476665065472'}]",['13_1888737476665065472'],,,['1888738294650769881'],,"Boston, MA",TheBadGuy508,🇮🇹THEBADGUY🇺🇸,Dunkin',,,,,,True,1.0,Retweet from @dunkindonuts about DunKings.
2025-02-10T03:14:26.000Z,"RT @thelegacyofnerd: BLINK AND YOU’LL MISS IT!
⚡️⚡️During the Dunkin’ Donuts Super Bowl commercial, Rhett Fisher, best known as Ryan Mitche…",1888788589724492251,everyone,['1888788589724492251'],en,"[{'type': 'retweeted', 'id': '1888781125822079365'}]",FALSE,1888788589724492251,1597359288,"[{'start': 62, 'end': 67, 'probability': 0.2482, 'type': 'Other', 'normalized_text': 'Dunkin'}, {'start': 70, 'end': 86, 'probability': 0.702, 'type': 'Other', 'normalized_text': 'Donuts Super Bowl'}, {'start': 100, 'end': 111, 'probability': 0.9346, 'type': 'Person', 'normalized_text': 'Rhett Fisher'}, {'start': 128, 'end': 138, 'probability': 0.8965, 'type': 'Person', 'normalized_text': 'Ryan Mitche'}]","[{'start': 3, 'end': 19, 'username': 'thelegacyofnerd', 'id': '1928548814'}]",210,0,0,0,0,0,5,FALSE,2025-02-10T04:14:26.000Z,,,,,,,Chicago,DRomanod25,Daniel Romano,Dunkin',,,,,,True,1.0,Retweet about Dunkin’ Donuts Super Bowl commercial.
2025-02-10T03:14:23.000Z,RT @DiscussingFilm: Ben Affleck reunites with Jay and Silent Bob for a new Dunkin’ Donuts ad. https://t.co/E4crKOoMVh,1888788577409970481,everyone,['1888788577409970481'],en,"[{'type': 'retweeted', 'id': '1888600075242270823'}]",FALSE,1888788577409970481,811694408596881408,"[{'start': 20, 'end': 30, 'probability': 0.8531, 'type': 'Person', 'normalized_text': 'Ben Affleck'}, {'start': 46, 'end': 48, 'probability': 0.6494, 'type': 'Person', 'normalized_text': 'Jay'}, {'start': 54, 'end': 63, 'probability': 0.473, 'type': 'Person', 'normalized_text': 'Silent Bob'}]","[{'start': 3, 'end': 18, 'username': 'DiscussingFilm', 'id': '780460754910732288'}]",2222,0,0,0,0,0,5,FALSE,2025-02-10T04:14:23.000Z,"[{'start': 94, 'end': 117, 'url': 'https://t.co/E4crKOoMVh', 'expanded_url': 'https://x.com/dunkindonuts/status/1888589103488237846/video/1', 'display_url': 'pic.x.com/E4crKOoMVh', 'media_key': '13_1888588967978659840'}]",['13_1888588967978659840'],,,['1888589103488237846'],,"Hollywood, Florida",MethuenRanger,Patriot,Dunkin',,,,,,True,1.0,Retweet about Dunkin’ Donuts ad.
2025-02-10T03:14:15.000Z,"RT @outbreakupdates: About two million baked goods, including some doughnuts and coffee rolls sold at Dunkin’, are recalled over concerns o…",1888788543482310982,everyone,['1888788543482310982'],en,"[{'type': 'retweeted', 'id': '1888693279698616828'}]",FALSE,1888788543482310982,822988471358947329,"[{'start': 102, 'end': 107, 'probability': 0.6806, 'type': 'Place', 'normalized_text': 'Dunkin'}]","[{'start': 3, 'end': 19, 'username': 'outbreakupdates', 'id': '1594033745849450497'}]",1247,0,0,0,0,0,5,FALSE,2025-02-10T04:14:15.000Z,,,,,,,,yellowdog625,YellowDogDemocrat,Dunkin',,,,,,True,1.0,Retweet about Dunkin’ product recall.
2025-02-10T03:14:09.000Z,"RT @clara_lilica: #dunkindonuts throwing money away with #benaffleck 😂😂😂
Whoever hired #benaffleck and whoever approved a 7 minute commerci…",1888788517784097073,everyone,['1888788517784097073'],en,"[{'type': 'retweeted', 'id': '1888788112563679619'}]",FALSE,1888788517784097073,4495979421,,"[{'start': 3, 'end': 16, 'username': 'clara_lilica', 'id': '1788984787186647040'}]",3,0,0,0,0,0,5,FALSE,2025-02-10T04:14:09.000Z,,,"[{'start': 18, 'end': 31, 'tag': 'dunkindonuts'}, {'start': 57, 'end': 68, 'tag': 'benaffleck'}, {'start': 87, 'end': 98, 'tag': 'benaffleck'}]",,,,,sanguecabano33,Destemida Iara,Dunkin',,,,,,True,1.0,Retweet with #dunkindonuts.
2025-02-10T03:13:56.000Z,"RT @SavageSports_: Dunkin Donuts is undefeated!! 

Bill Belichick!!! https://t.co/Uf8Wwa5Bb7",1888788463236866373,everyone,['1888788463236866373'],en,"[{'type': 'retweeted', 'id': '1888737317223063850'}]",FALSE,1888788463236866373,16316083,"[{'start': 19, 'end': 31, 'probability': 0.7378, 'type': 'Organization', 'normalized_text': 'Dunkin Donuts'}, {'start': 51, 'end': 64, 'probability': 0.9124, 'type': 'Person', 'normalized_text': 'Bill Belichick'}]","[{'start': 3, 'end': 17, 'username': 'SavageSports_', 'id': '1149355281123553285'}]",116,0,0,0,0,0,5,FALSE,2025-02-10T04:13:56.000Z,"[{'start': 69, 'end': 92, 'url': 'https://t.co/Uf8Wwa5Bb7', 'expanded_url': 'https://x.com/SavageSports_/status/1888737317223063850/video/1', 'display_url': 'pic.x.com/Uf8Wwa5Bb7', 'media_key': '13_1888737193918681088'}]",['13_1888737193918681088'],,,['1888737317223063850'],,,wavemix,wavemix,Dunkin',,,,,,True,1.0,Retweet praises 'Dunkin Donuts'.
2025-02-10T03:13:49.000Z,"RT @outbreakupdates: About two million baked goods, including some doughnuts and coffee rolls sold at Dunkin’, are recalled over concerns o…",1888788433231053066,everyone,['1888788433231053066'],en,"[{'type': 'retweeted', 'id': '1888693279698616828'}]",FALSE,1888788433231053066,65965159,,"[{'start': 3, 'end': 19, 'username': 'outbreakupdates', 'id': '1594033745849450497'}]",1247,0,0,0,0,0,5,FALSE,2025-02-10T04:13:49.000Z,,,,,,,,ricball,Ric Ball 🌈✌️🤟🏼 🕎🌻🏳️‍🌈 ☕️. GOP=fascism.,Dunkin',,,,,,True,1.0,Retweet about Dunkin’ product recall.
2025-02-10T03:13:47.000Z,RT @DiscussingFilm: Ben Affleck reunites with Jay and Silent Bob for a new Dunkin’ Donuts ad. https://t.co/E4crKOoMVh,1888788428252196992,everyone,['1888788428252196992'],en,"[{'type': 'retweeted', 'id': '1888600075242270823'}]",FALSE,1888788428252196992,78480881,"[{'start': 20, 'end': 30, 'probability': 0.8531, 'type': 'Person', 'normalized_text': 'Ben Affleck'}, {'start': 46, 'end': 48, 'probability': 0.6494, 'type': 'Person', 'normalized_text': 'Jay'}, {'start': 54, 'end': 63, 'probability': 0.473, 'type': 'Person', 'normalized_text': 'Silent Bob'}]","[{'start': 3, 'end': 18, 'username': 'DiscussingFilm', 'id': '780460754910732288'}]",2222,0,0,0,0,0,5,FALSE,2025-02-10T04:13:47.000Z,"[{'start': 94, 'end': 117, 'url': 'https://t.co/E4crKOoMVh', 'expanded_url': 'https://x.com/dunkindonuts/status/1888589103488237846/video/1', 'display_url': 'pic.x.com/E4crKOoMVh', 'media_key': '13_1888588967978659840'}]",['13_1888588967978659840'],,,['1888589103488237846'],,Armory,dvrkvrmor,視覚,Dunkin',,,,,,True,1.0,Retweet about Dunkin’ Donuts ad.
2025-02-10T03:13:40.000Z,"RT @DonnieWahlberg: So fun to be a part of this awesomeness! Enjoy the show!

More #Dunkin &amp; #DunKing fun coming soon — with yours truly.…",1888788395700175047,everyone,['1888788395700175047'],en,"[{'type': 'retweeted', 'id': '1888770753404764651'}]",FALSE,1888788395700175047,16183775,"[{'start': 84, 'end': 89, 'probability': 0.5547, 'type': 'Other', 'normalized_text': 'Dunkin'}, {'start': 98, 'end': 104, 'probability': 0.7333, 'type': 'Other', 'normalized_text': 'DunKing'}]","[{'start': 3, 'end': 18, 'username': 'DonnieWahlberg', 'id': '24776235'}]",236,0,0,0,0,0,5,FALSE,2025-02-10T04:13:40.000Z,,,"[{'start': 83, 'end': 90, 'tag': 'Dunkin'}, {'start': 97, 'end': 105, 'tag': 'DunKing'}]",,,,"Suffolk, VA",kerriski,kerriski,Dunkin',,,,,,True,1.0,Retweet mentions #Dunkin and #DunKing.
2025-02-10T03:13:03.000Z,RT @dunkindonuts: @DonnieWahlberg welcome to the DunKings 🤝,1888788242826154189,everyone,['1888788242826154189'],en,"[{'type': 'retweeted', 'id': '1888771914660782438'}]",FALSE,1888788242826154189,1134584784951402496,"[{'start': 49, 'end': 56, 'probability': 0.8324, 'type': 'Other', 'normalized_text': 'DunKings'}]","[{'start': 3, 'end': 16, 'username': 'dunkindonuts', 'id': '8771022'}, {'start': 18, 'end': 33, 'username': 'DonnieWahlberg', 'id': '24776235'}]",2,0,0,0,0,0,5,FALSE,2025-02-10T04:13:03.000Z,,,,,,,,newkidsnews,newkidsnews,Dunkin',,,,,,True,1.0,RT from @dunkindonuts mentioning DunKings; directly about Dunkin' brand.
2025-02-10T03:12:52.000Z,"RT @outbreakupdates: About two million baked goods, including some doughnuts and coffee rolls sold at Dunkin’, are recalled over concerns o…",1888788194789118426,everyone,['1888788194789118426'],en,"[{'type': 'retweeted', 'id': '1888693279698616828'}]",FALSE,1888788194789118426,1443708901300465683,,"[{'start': 3, 'end': 19, 'username': 'outbreakupdates', 'id': '1594033745849450497'}]",1247,0,0,0,0,0,5,FALSE,2025-02-10T04:12:52.000Z,,,,,,,,Blake_Cheshire_,Blake,Dunkin',,,,,,True,1.0,RT about Dunkin' baked goods recall; directly mentions Dunkin'.
2025-02-10T03:12:51.000Z,"RT @DonnieWahlberg: So fun to be a part of this awesomeness! Enjoy the show!

More #Dunkin &amp; #DunKing fun coming soon — with yours truly.…",1888788190284149092,everyone,['1888788190284149092'],en,"[{'type': 'retweeted', 'id': '1888770753404764651'}]",FALSE,1888788190284149092,1134584784951402496,"[{'start': 84, 'end': 89, 'probability': 0.5547, 'type': 'Other', 'normalized_text': 'Dunkin'}, {'start': 98, 'end': 104, 'probability': 0.7333, 'type': 'Other', 'normalized_text': 'DunKing'}]","[{'start': 3, 'end': 18, 'username': 'DonnieWahlberg', 'id': '24776235'}]",236,0,0,0,0,0,5,FALSE,2025-02-10T04:12:51.000Z,,,"[{'start': 83, 'end': 90, 'tag': 'Dunkin'}, {'start': 97, 'end': 105, 'tag': 'DunKing'}]",,,,,newkidsnews,newkidsnews,Dunkin',,,,,,True,1.0,RT from Donnie Wahlberg mentioning #Dunkin and #DunKing; Dunkin' campaign.
2025-02-10T03:12:41.000Z,"RT @DonnieWahlberg: So fun to be a part of this awesomeness! Enjoy the show!

More #Dunkin &amp; #DunKing fun coming soon — with yours truly.…",1888788149125648747,everyone,['1888788149125648747'],en,"[{'type': 'retweeted', 'id': '1888770753404764651'}]",FALSE,1888788149125648747,88158868,"[{'start': 84, 'end': 89, 'probability': 0.5547, 'type': 'Other', 'normalized_text': 'Dunkin'}, {'start': 98, 'end': 104, 'probability': 0.7333, 'type': 'Other', 'normalized_text': 'DunKing'}]","[{'start': 3, 'end': 18, 'username': 'DonnieWahlberg', 'id': '24776235'}]",236,0,0,0,0,0,5,FALSE,2025-02-10T04:12:41.000Z,,,"[{'start': 83, 'end': 90, 'tag': 'Dunkin'}, {'start': 97, 'end': 105, 'tag': 'DunKing'}]",,,,🇺🇸🏴‍☠️#JusticeForJohnnyDepp,bsbfan558,Shalana Barbour IStandWithNickCarter 🐊🐍Slytherin,Dunkin',,,,,,True,1.0,"RT same as 27, mentions #Dunkin #DunKing."
