created_at,text,conversation_id,reply_settings,edit_history_tweet_ids,lang,referenced_tweets,possibly_sensitive,id,author_id,entities.annotations,entities.mentions,public_metrics.retweet_count,public_metrics.reply_count,public_metrics.like_count,public_metrics.quote_count,public_metrics.bookmark_count,public_metrics.impression_count,edit_controls.edits_remaining,edit_controls.is_edit_eligible,edit_controls.editable_until,entities.urls,attachments.media_keys,entities.hashtags,in_reply_to_user_id,attachments.media_source_tweet_id,entities.cashtags,location,username,name,brand,geo.place_id,attachments.poll_ids,withheld.country_codes,geo.coordinates.type,geo.coordinates.coordinates,is_about_brand,confidence,rationale
2025-02-10T03:16:40.000Z,Remontar un super bowl solo es para el más grande de la historia @TomBrady https://t.co/HgjO22kRxU,1888789150611956162,everyone,['1888789150611956162'],es,,FALSE,1888789150611956162,1101112369038671874,"[{'start': 12, 'end': 21, 'probability': 0.9809, 'type': 'Other', 'normalized_text': 'super bowl'}]","[{'start': 65, 'end': 74, 'username': 'TomBrady', 'id': '1108050829393707008'}]",0,0,0,0,0,19,5,TRUE,2025-02-10T04:16:40.000Z,"[{'start': 75, 'end': 98, 'url': 'https://t.co/HgjO22kRxU', 'expanded_url': 'https://x.com/Leonard65788292/status/1888789150611956162/photo/1', 'display_url': 'pic.x.com/HgjO22kRxU', 'media_key': '3_1888789145977278464'}]",['3_1888789145977278464'],,,,,,Leonard65788292,Layion,Dunkin',,,,,,False,1.0,"About Tom Brady and Super Bowl comeback, no Dunkin."
2025-02-10T03:16:40.000Z,Remontar un super bowl solo es para el más grande de la historia @TomBrady https://t.co/HgjO22kRxU,1888789150611956162,everyone,['1888789150611956162'],es,,FALSE,1888789150611956162,1101112369038671874,"[{'start': 12, 'end': 21, 'probability': 0.9809, 'type': 'Other', 'normalized_text': 'super bowl'}]","[{'start': 65, 'end': 74, 'username': 'TomBrady', 'id': '1108050829393707008'}]",0,0,0,0,0,19,5,TRUE,2025-02-10T04:16:40.000Z,"[{'start': 75, 'end': 98, 'url': 'https://t.co/HgjO22kRxU', 'expanded_url': 'https://x.com/Leonard65788292/status/1888789150611956162/photo/1', 'display_url': 'pic.x.com/HgjO22kRxU', 'media_key': '3_1888789145977278464'}]",['3_1888789145977278464'],,,,,,Leonard65788292,Layion,Dunkin',,,,,,False,1.0,"Duplicate of tweet 11, no Dunkin."
2025-02-10T03:16:37.000Z,"RT @NFLMAVERICK: Chiefs are 0-2 when Brady is at their Super Bowl game.

On the field and in the booth.

@TomBrady https://t.co/t8ef6FEWP3",1888789138268164382,everyone,['1888789138268164382'],en,"[{'type': 'retweeted', 'id': '1888786418211738002'}]",FALSE,1888789138268164382,775021213,"[{'start': 17, 'end': 22, 'probability': 0.9344, 'type': 'Organization', 'normalized_text': 'Chiefs'}, {'start': 37, 'end': 41, 'probability': 0.8459, 'type': 'Person', 'normalized_text': 'Brady'}, {'start': 55, 'end': 64, 'probability': 0.7919, 'type': 'Other', 'normalized_text': 'Super Bowl'}]","[{'start': 3, 'end': 15, 'username': 'NFLMAVERICK', 'id': '724136473'}, {'start': 105, 'end': 114, 'username': 'TomBrady', 'id': '1108050829393707008'}]",66,0,0,0,0,0,5,FALSE,2025-02-10T04:16:37.000Z,"[{'start': 115, 'end': 138, 'url': 'https://t.co/t8ef6FEWP3', 'expanded_url': 'https://x.com/NFLMAVERICK/status/1888786418211738002/photo/1', 'display_url': 'pic.x.com/t8ef6FEWP3', 'media_key': '3_1888786416563359744'}, {'start': 115, 'end': 138, 'url': 'https://t.co/t8ef6FEWP3', 'expanded_url': 'https://x.com/NFLMAVERICK/status/1888786418211738002/photo/1', 'display_url': 'pic.x.com/t8ef6FEWP3', 'media_key': '3_1888786416559181824'}]","['3_1888786416563359744', '3_1888786416559181824']",,,"['1888786418211738002', '1888786418211738002']",,,gratefulpirate,Keith Patterson,Dunkin',,,,,,False,1.0,"Retweet about Chiefs record when Brady is present at Super Bowl, no Dunkin."
2025-02-10T03:16:35.000Z,"#TaylorSwift #Kendrick #SBLIX #Philly #TomBrady #Jalen #Mahomes #CooperDeJean #SuperBowl #Eagles #Drake #USAID #CTCF #amici24 #MinaSettembre3 #NapoliUdinese #explore #beauty #viral #trending #memes #share #travel #fun #tiktok #selfie #fitness #quotes #funny #Netflix 
👆 https://t.co/DJ4CBOkVfA",1888789120622940298,everyone,['1888789132543164920'],qme,"[{'type': 'replied_to', 'id': '1888789120622940298'}]",FALSE,1888789132543164920,1888788914250600449,,,0,0,0,0,0,31,5,FALSE,2025-02-10T04:16:35.000Z,"[{'start': 270, 'end': 293, 'url': 'https://t.co/DJ4CBOkVfA', 'expanded_url': 'https://x.com/MacksysO79782/status/1888789132543164920/photo/1', 'display_url': 'pic.x.com/DJ4CBOkVfA', 'media_key': '16_1888789122799763456'}]",['16_1888789122799763456'],"[{'start': 0, 'end': 12, 'tag': 'TaylorSwift'}, {'start': 13, 'end': 22, 'tag': 'Kendrick'}, {'start': 23, 'end': 29, 'tag': 'SBLIX'}, {'start': 30, 'end': 37, 'tag': 'Philly'}, {'start': 38, 'end': 47, 'tag': 'TomBrady'}, {'start': 48, 'end': 54, 'tag': 'Jalen'}, {'start': 55, 'end': 63, 'tag': 'Mahomes'}, {'start': 64, 'end': 77, 'tag': 'CooperDeJean'}, {'start': 78, 'end': 88, 'tag': 'SuperBowl'}, {'start': 89, 'end': 96, 'tag': 'Eagles'}, {'start': 97, 'end': 103, 'tag': 'Drake'}, {'start': 104, 'end': 110, 'tag': 'USAID'}, {'start': 111, 'end': 116, 'tag': 'CTCF'}, {'start': 117, 'end': 125, 'tag': 'amici24'}, {'start': 126, 'end': 141, 'tag': 'MinaSettembre3'}, {'start': 142, 'end': 156, 'tag': 'NapoliUdinese'}, {'start': 157, 'end': 165, 'tag': 'explore'}, {'start': 166, 'end': 173, 'tag': 'beauty'}, {'start': 174, 'end': 180, 'tag': 'viral'}, {'start': 181, 'end': 190, 'tag': 'trending'}, {'start': 191, 'end': 197, 'tag': 'memes'}, {'start': 198, 'end': 204, 'tag': 'share'}, {'start': 205, 'end': 212, 'tag': 'travel'}, {'start': 213, 'end': 217, 'tag': 'fun'}, {'start': 218, 'end': 225, 'tag': 'tiktok'}, {'start': 226, 'end': 233, 'tag': 'selfie'}, {'start': 234, 'end': 242, 'tag': 'fitness'}, {'start': 243, 'end': 250, 'tag': 'quotes'}, {'start': 251, 'end': 257, 'tag': 'funny'}, {'start': 258, 'end': 266, 'tag': 'Netflix'}]",1.8887889142506004e+18,,,United States ,MacksysO79782,macksys onlyfans,Dunkin',,,,,,False,1.0,"Hashtag spam including TomBrady and SuperBowl, no Dunkin."
2025-02-10T03:16:34.000Z,"#SuperBowl2025 🏈 | ¡Qué elegancia la de Francia! 💸 #TomBrady sorprendió con su costoso reloj. ⌚️🤑

https://t.co/uQbTL0r34a",1888789127430123999,everyone,['1888789127430123999'],es,,FALSE,1888789127430123999,148982317,"[{'start': 1, 'end': 13, 'probability': 0.9387, 'type': 'Other', 'normalized_text': 'SuperBowl2025'}, {'start': 40, 'end': 46, 'probability': 0.9687, 'type': 'Place', 'normalized_text': 'Francia'}, {'start': 52, 'end': 59, 'probability': 0.9577, 'type': 'Person', 'normalized_text': 'TomBrady'}]",,0,0,0,0,0,348,5,TRUE,2025-02-10T04:16:34.000Z,"[{'start': 99, 'end': 122, 'url': 'https://t.co/uQbTL0r34a', 'expanded_url': 'https://www.aztecajalisco.com/espectaculos/super-bowl-2025-cuanto-cuesta-reloj-tom-brady', 'display_url': 'aztecajalisco.com/espectaculos/s…', 'images': [{'url': 'https://pbs.twimg.com/news_img/1888789128126382080/xckgk49Z?format=jpg&name=orig', 'width': 1280, 'height': 720}, {'url': 'https://pbs.twimg.com/news_img/1888789128126382080/xckgk49Z?format=jpg&name=150x150', 'width': 150, 'height': 150}], 'status': 200, 'title': 'Super Bowl 2025: El reloj millonario que Tom Brady usó esta noche', 'description': 'El regreso de Tom Brady al Super Bowl 2025 no pasó desapercibido, pero fue su lujoso reloj el que realmente robó miradas. ¡Descubre los detalles de esta joya!', 'unwound_url': 'https://www.aztecajalisco.com/espectaculos/super-bowl-2025-cuanto-cuesta-reloj-tom-brady'}]",,"[{'start': 0, 'end': 14, 'tag': 'SuperBowl2025'}, {'start': 51, 'end': 60, 'tag': 'TomBrady'}]",,,,Guadalajara Jalisco,TVAztecaJalisco,Tv Azteca Jalisco,Dunkin',,,,,,False,1.0,"About Tom Brady's watch at SuperBowl2025, no Dunkin."
2025-02-10T03:16:32.000Z,"This is the 3rd greatest day of my life. 1. Michigan beating bama in the rose bowl 2. Michigan beating Washington in the national championship 3. Watching the goat debate end. 

Don’t worry @TomBrady ik you’d never have such a disasterclass on the big stage",1888789117460230444,everyone,['1888789117460230444'],en,,FALSE,1888789117460230444,1584881741386420224,"[{'start': 44, 'end': 51, 'probability': 0.7787, 'type': 'Place', 'normalized_text': 'Michigan'}, {'start': 73, 'end': 76, 'probability': 0.4244, 'type': 'Other', 'normalized_text': 'rose'}, {'start': 86, 'end': 93, 'probability': 0.7835, 'type': 'Place', 'normalized_text': 'Michigan'}, {'start': 103, 'end': 112, 'probability': 0.5075, 'type': 'Place', 'normalized_text': 'Washington'}]","[{'start': 190, 'end': 199, 'username': 'TomBrady', 'id': '1108050829393707008'}]",0,0,0,0,0,21,5,TRUE,2025-02-10T04:16:32.000Z,,,,,,,,javontesmith321,lol,Dunkin',,,,,,False,1.0,"About Michigan wins and Tom Brady, no Dunkin."
2025-02-10T03:16:27.000Z,"RT @DonnieWahlberg: So fun to be a part of this awesomeness! Enjoy the show!

More #Dunkin &amp; #DunKing fun coming soon — with yours truly.…",1888789098732663064,everyone,['1888789098732663064'],en,"[{'type': 'retweeted', 'id': '1888770753404764651'}]",FALSE,1888789098732663064,30152016,"[{'start': 84, 'end': 89, 'probability': 0.5547, 'type': 'Other', 'normalized_text': 'Dunkin'}, {'start': 98, 'end': 104, 'probability': 0.7333, 'type': 'Other', 'normalized_text': 'DunKing'}]","[{'start': 3, 'end': 18, 'username': 'DonnieWahlberg', 'id': '24776235'}]",236,0,0,0,0,0,5,FALSE,2025-02-10T04:16:27.000Z,,,"[{'start': 83, 'end': 90, 'tag': 'Dunkin'}, {'start': 97, 'end': 105, 'tag': 'DunKing'}]",,,,Chi-town,sweetsmckenna,lisa stites,Dunkin',,,,,,True,1.0,Retweet mentions #Dunkin and #DunKing.
2025-02-10T03:16:24.000Z,"Tom brady through 5 Super Bowls:
3-2 record and point differential of +2

Patrick Mahomes through 5 super bowls:
3-2 record and point differential of -23
#SuperBowlLIX #Mahomes #TomBrady",1888789083675037979,everyone,['1888789083675037979'],en,,FALSE,1888789083675037979,1349108944455815170,"[{'start': 0, 'end': 8, 'probability': 0.8368, 'type': 'Person', 'normalized_text': 'Tom brady'}, {'start': 20, 'end': 24, 'probability': 0.488, 'type': 'Other', 'normalized_text': 'Super'}, {'start': 74, 'end': 88, 'probability': 0.7586, 'type': 'Person', 'normalized_text': 'Patrick Mahomes'}, {'start': 155, 'end': 166, 'probability': 0.5724, 'type': 'Other', 'normalized_text': 'SuperBowlLIX'}, {'start': 169, 'end': 175, 'probability': 0.3476, 'type': 'Person', 'normalized_text': 'Mahomes'}, {'start': 178, 'end': 185, 'probability': 0.7351, 'type': 'Person', 'normalized_text': 'TomBrady'}]",,0,0,0,1,0,390,5,TRUE,2025-02-10T04:16:24.000Z,,,"[{'start': 154, 'end': 167, 'tag': 'SuperBowlLIX'}, {'start': 168, 'end': 176, 'tag': 'Mahomes'}, {'start': 177, 'end': 186, 'tag': 'TomBrady'}]",,,,,massholesportz,Masshole Sports,Dunkin',,,,,,False,1.0,"Compares Tom Brady and Mahomes Super Bowl records, no Dunkin."
2025-02-10T03:16:23.000Z,RT @NFLonFOX: Here come our guys @kevinburkhardt and @TomBrady 🎤🔥 https://t.co/AeEKASWVGM,1888789079287804270,everyone,['1888789079287804270'],en,"[{'type': 'retweeted', 'id': '1888705639276568714'}]",FALSE,1888789079287804270,2863019359,,"[{'start': 3, 'end': 12, 'username': 'NFLonFOX', 'id': '23508439'}, {'start': 33, 'end': 48, 'username': 'kevinburkhardt', 'id': '37006875'}, {'start': 53, 'end': 62, 'username': 'TomBrady', 'id': '1108050829393707008'}]",98,0,0,0,0,0,5,FALSE,2025-02-10T04:16:23.000Z,"[{'start': 66, 'end': 89, 'url': 'https://t.co/AeEKASWVGM', 'expanded_url': 'https://x.com/NFLonFOX/status/1888705639276568714/video/1', 'display_url': 'pic.x.com/AeEKASWVGM', 'media_key': '13_1888705457751044096'}]",['13_1888705457751044096'],,,['1888705639276568714'],,,barbzinsa,Belle BTE,Dunkin',,,,,,False,1.0,"Retweet about Tom Brady announcing, no Dunkin."
2025-02-10T03:16:16.000Z,"RT @SkapAttack: This was never feasibly a conversation, now it realistically NEVER SHOULD be. To all of you IDIOTS trying to call #PatrickM…",1888789050087112993,everyone,['1888789050087112993'],en,"[{'type': 'retweeted', 'id': '1888783291689697786'}]",FALSE,1888789050087112993,1741674871245991937,"[{'start': 131, 'end': 138, 'probability': 0.5981, 'type': 'Person', 'normalized_text': 'PatrickM'}]","[{'start': 3, 'end': 14, 'username': 'SkapAttack', 'id': '498208109'}]",12,0,0,0,0,0,5,FALSE,2025-02-10T04:16:16.000Z,,,,,,,"DeBary, FL",theoraclecpa,"Chris Russo, CPA, MBA, JD",Dunkin',,,,,,False,1.0,"Retweet criticizing Patrick Mahomes comparisons, no Dunkin."
2025-02-10T03:16:15.000Z,"RT @NFL: From winning Super Bowls to calling them. 🐐 @TomBrady 

📺: #SBLIX – 6:30pm ET on FOX
📱: Tubi + NFL app https://t.co/tgX1ybcy4N",1888789048694567026,everyone,['1888789048694567026'],en,"[{'type': 'retweeted', 'id': '1888714658607251760'}]",TRUE,1888789048694567026,1033129742709481473,"[{'start': 22, 'end': 32, 'probability': 0.7538, 'type': 'Other', 'normalized_text': 'Super Bowls'}, {'start': 69, 'end': 73, 'probability': 0.8174, 'type': 'Organization', 'normalized_text': 'SBLIX'}, {'start': 90, 'end': 92, 'probability': 0.7347, 'type': 'Organization', 'normalized_text': 'FOX'}, {'start': 97, 'end': 100, 'probability': 0.6917, 'type': 'Organization', 'normalized_text': 'Tubi'}, {'start': 104, 'end': 106, 'probability': 0.739, 'type': 'Organization', 'normalized_text': 'NFL'}]","[{'start': 3, 'end': 7, 'username': 'NFL', 'id': '19426551'}, {'start': 53, 'end': 62, 'username': 'TomBrady', 'id': '1108050829393707008'}]",797,0,0,0,0,0,5,FALSE,2025-02-10T04:16:15.000Z,"[{'start': 112, 'end': 135, 'url': 'https://t.co/tgX1ybcy4N', 'expanded_url': 'https://x.com/NFL/status/1888714658607251760/photo/1', 'display_url': 'pic.x.com/tgX1ybcy4N', 'media_key': '3_1888714601644101632'}, {'start': 112, 'end': 135, 'url': 'https://t.co/tgX1ybcy4N', 'expanded_url': 'https://x.com/NFL/status/1888714658607251760/photo/1', 'display_url': 'pic.x.com/tgX1ybcy4N', 'media_key': '3_1888714601644077060'}]","['3_1888714601644101632', '3_1888714601644077060']","[{'start': 68, 'end': 74, 'tag': 'SBLIX'}]",,"['1888714658607251760', '1888714658607251760']",,"Butner, NC",fraudallah,Bernie Madoff,Dunkin',,,,,,False,1.0,"Retweet about Tom Brady from Super Bowls to calling them, no Dunkin."
2025-02-10T03:16:07.000Z,"@TomBrady certainly isn't the GOAT of announcing 

#SuperBowlLIX #SuperBowl2025 #SuperBowl",1888789014406111361,everyone,['1888789014406111361'],en,,FALSE,1888789014406111361,15042255,"[{'start': 52, 'end': 63, 'probability': 0.9543, 'type': 'Other', 'normalized_text': 'SuperBowlLIX'}, {'start': 66, 'end': 78, 'probability': 0.9602, 'type': 'Other', 'normalized_text': 'SuperBowl2025'}, {'start': 81, 'end': 89, 'probability': 0.9569, 'type': 'Other', 'normalized_text': 'SuperBowl'}]","[{'start': 0, 'end': 9, 'username': 'TomBrady', 'id': '1108050829393707008'}]",0,0,0,0,0,541,5,TRUE,2025-02-10T04:16:07.000Z,,,"[{'start': 51, 'end': 64, 'tag': 'SuperBowlLIX'}, {'start': 65, 'end': 79, 'tag': 'SuperBowl2025'}, {'start': 80, 'end': 90, 'tag': 'SuperBowl'}]",1.108050829393707e+18,,,"Los Feliz, CA",gothcomedian,Dark Mark,Dunkin',,,,,,False,1.0,"Criticizes Tom Brady announcing, Super Bowl hashtags, no Dunkin."
2025-02-10T03:16:04.000Z,@FoxNews Dunkin needs to drop him 🤣,1888776178086867125,everyone,['1888788999491162513'],en,"[{'type': 'replied_to', 'id': '1888776178086867125'}]",FALSE,1888788999491162513,1464228664514650130,"[{'start': 9, 'end': 14, 'probability': 0.5332, 'type': 'Person', 'normalized_text': 'Dunkin'}]","[{'start': 0, 'end': 8, 'username': 'FoxNews', 'id': '1367531'}]",0,0,13,0,0,211,5,FALSE,2025-02-10T04:16:04.000Z,,,,1367531,,,,Guavadelight,Hope,Dunkin',,,,,,True,0.95,Directly mentions 'Dunkin needs to drop him'.
2025-02-10T03:16:03.000Z,"dunkin
~ promo spesial sampai 28 februari https://t.co/Qu7QgofkfR",1888788995989254257,everyone,['1888788995989254257'],in,,FALSE,1888788995989254257,1214520958469296129,,,0,0,0,0,0,60,5,TRUE,2025-02-10T04:16:03.000Z,"[{'start': 42, 'end': 65, 'url': 'https://t.co/Qu7QgofkfR', 'expanded_url': 'https://x.com/diskon_suka/status/1888788995989254257/photo/1', 'display_url': 'pic.x.com/Qu7QgofkfR', 'media_key': '3_1888788993921449984'}]",['3_1888788993921449984'],,,,,,diskon_suka,Suka Diskon,Dunkin',,,,,,True,0.9,"Mentions 'dunkin' with promo, contextually about the brand."
