event_name,year,brand_ad_name,emotion,lexicon_count,lexicon_share_within_ad,ml_count,ml_share_within_ad,roi,ad_spend,notes
super-bowl,2023,Apple,Disappointment,201,0.23344947735191637,201,0.23344947735191637,,,
super-bowl,2023,Apple,Disgust,36,0.041811846689895474,36,0.041811846689895474,,,
super-bowl,2023,Apple,Excitement,35,0.04065040650406504,35,0.04065040650406504,,,
super-bowl,2023,Apple,Joy,524,0.6085946573751452,524,0.6085946573751452,,,
super-bowl,2023,Apple,Pride,24,0.027874564459930314,24,0.027874564459930314,,,
super-bowl,2023,Apple,Surprise,26,0.030197444831591175,26,0.030197444831591175,,,
super-bowl,2023,Avocados from Mexico: Anna Faris,Anger,23,0.023638232271325797,23,0.023638232271325797,,,
super-bowl,2023,Avocados from Mexico: Anna Faris,Disappointment,54,0.05549845837615622,54,0.05549845837615622,,,
super-bowl,2023,Avocados from Mexico: Anna Faris,Disgust,34,0.03494347379239465,34,0.03494347379239465,,,
super-bowl,2023,Avocados from Mexico: Anna Faris,Excitement,32,0.0328879753340185,32,0.0328879753340185,,,
super-bowl,2023,Avocados from Mexico: Anna Faris,Joy,659,0.6772867420349434,659,0.6772867420349434,,,
super-bowl,2023,Avocados from Mexico: Anna Faris,Pride,4,0.0041109969167523125,4,0.0041109969167523125,,,
super-bowl,2023,Avocados from Mexico: Anna Faris,Surprise,167,0.17163412127440905,167,0.17163412127440905,,,
super-bowl,2023,BIC EZ Reach: The Most Borrowed Lighter,Disappointment,1,0.25,1,0.25,,,
super-bowl,2023,BIC EZ Reach: The Most Borrowed Lighter,Excitement,1,0.25,1,0.25,,,
super-bowl,2023,BIC EZ Reach: The Most Borrowed Lighter,Joy,2,0.5,2,0.5,,,
super-bowl,2023,Bass Pro Shops,Anger,48,0.07038123167155426,48,0.07038123167155426,,,
super-bowl,2023,Bass Pro Shops,Disappointment,35,0.051319648093841645,35,0.051319648093841645,,,
super-bowl,2023,Bass Pro Shops,Disgust,10,0.01466275659824047,10,0.01466275659824047,,,
super-bowl,2023,Bass Pro Shops,Excitement,35,0.051319648093841645,35,0.051319648093841645,,,
super-bowl,2023,Bass Pro Shops,Joy,537,0.7873900293255132,537,0.7873900293255132,,,
super-bowl,2023,Bass Pro Shops,Pride,5,0.007331378299120235,5,0.007331378299120235,,,
super-bowl,2023,Bass Pro Shops,Surprise,12,0.017595307917888565,12,0.017595307917888565,,,
super-bowl,2023,"Booking.com: Somewhere, anywhere",Anger,3,0.01079136690647482,3,0.01079136690647482,,,
super-bowl,2023,"Booking.com: Somewhere, anywhere",Disappointment,81,0.29136690647482016,81,0.29136690647482016,,,
super-bowl,2023,"Booking.com: Somewhere, anywhere",Disgust,6,0.02158273381294964,6,0.02158273381294964,,,
super-bowl,2023,"Booking.com: Somewhere, anywhere",Excitement,18,0.06474820143884892,18,0.06474820143884892,,,
super-bowl,2023,"Booking.com: Somewhere, anywhere",Joy,153,0.5503597122302158,153,0.5503597122302158,,,
super-bowl,2023,"Booking.com: Somewhere, anywhere",Pride,8,0.02877697841726619,8,0.02877697841726619,,,
super-bowl,2023,"Booking.com: Somewhere, anywhere",Surprise,9,0.03237410071942446,9,0.03237410071942446,,,
super-bowl,2023,"Bud Light: Easy To Drink, Easy To Enjoy",Anger,4,0.007067137809187279,4,0.007067137809187279,,,
super-bowl,2023,"Bud Light: Easy To Drink, Easy To Enjoy",Disappointment,12,0.02120141342756184,12,0.02120141342756184,,,
super-bowl,2023,"Bud Light: Easy To Drink, Easy To Enjoy",Excitement,20,0.0353356890459364,20,0.0353356890459364,,,
super-bowl,2023,"Bud Light: Easy To Drink, Easy To Enjoy",Joy,431,0.7614840989399293,431,0.7614840989399293,,,
super-bowl,2023,"Bud Light: Easy To Drink, Easy To Enjoy",Pride,4,0.007067137809187279,4,0.007067137809187279,,,
super-bowl,2023,"Bud Light: Easy To Drink, Easy To Enjoy",Surprise,95,0.16784452296819788,95,0.16784452296819788,,,
super-bowl,2023,Bud light,Joy,3,0.75,3,0.75,,,
super-bowl,2023,Bud light,Surprise,1,0.25,1,0.25,,,
super-bowl,2023,Budweiser: Six degrees of Bud,Anger,6,0.03680981595092025,6,0.03680981595092025,,,
super-bowl,2023,Budweiser: Six degrees of Bud,Disappointment,39,0.2392638036809816,39,0.2392638036809816,,,
super-bowl,2023,Budweiser: Six degrees of Bud,Disgust,6,0.03680981595092025,6,0.03680981595092025,,,
super-bowl,2023,Budweiser: Six degrees of Bud,Excitement,6,0.03680981595092025,6,0.03680981595092025,,,
super-bowl,2023,Budweiser: Six degrees of Bud,Joy,84,0.5153374233128835,84,0.5153374233128835,,,
super-bowl,2023,Budweiser: Six degrees of Bud,Pride,16,0.09815950920245399,16,0.09815950920245399,,,
super-bowl,2023,Budweiser: Six degrees of Bud,Surprise,6,0.03680981595092025,6,0.03680981595092025,,,
super-bowl,2023,Busch Light: The Busch Guide,Anger,19,0.04884318766066838,19,0.04884318766066838,,,
super-bowl,2023,Busch Light: The Busch Guide,Disappointment,86,0.2210796915167095,86,0.2210796915167095,,,
super-bowl,2023,Busch Light: The Busch Guide,Disgust,67,0.17223650385604114,67,0.17223650385604114,,,
super-bowl,2023,Busch Light: The Busch Guide,Excitement,9,0.02313624678663239,9,0.02313624678663239,,,
super-bowl,2023,Busch Light: The Busch Guide,Joy,170,0.4370179948586118,170,0.4370179948586118,,,
super-bowl,2023,Busch Light: The Busch Guide,Pride,6,0.015424164524421594,6,0.015424164524421594,,,
super-bowl,2023,Busch Light: The Busch Guide,Surprise,32,0.08226221079691516,32,0.08226221079691516,,,
super-bowl,2023,Carvana,Anger,35,0.05319148936170213,35,0.05319148936170213,,,
super-bowl,2023,Carvana,Disappointment,140,0.2127659574468085,140,0.2127659574468085,,,
super-bowl,2023,Carvana,Disgust,54,0.08206686930091185,54,0.08206686930091185,,,
super-bowl,2023,Carvana,Excitement,45,0.06838905775075987,45,0.06838905775075987,,,
super-bowl,2023,Carvana,Joy,256,0.3890577507598784,256,0.3890577507598784,,,
super-bowl,2023,Carvana,Pride,13,0.019756838905775075,13,0.019756838905775075,,,
super-bowl,2023,Carvana,Surprise,115,0.17477203647416414,115,0.17477203647416414,,,
super-bowl,2023,Creed,Anger,8,0.024615384615384615,8,0.024615384615384615,,,
super-bowl,2023,Creed,Disappointment,29,0.08923076923076922,29,0.08923076923076922,,,
super-bowl,2023,Creed,Disgust,6,0.018461538461538463,6,0.018461538461538463,,,
super-bowl,2023,Creed,Excitement,80,0.24615384615384617,80,0.24615384615384617,,,
super-bowl,2023,Creed,Joy,170,0.5230769230769231,170,0.5230769230769231,,,
super-bowl,2023,Creed,Pride,23,0.07076923076923076,23,0.07076923076923076,,,
super-bowl,2023,Creed,Surprise,9,0.027692307692307693,9,0.027692307692307693,,,
super-bowl,2023,Crowdstrike,Anger,2,0.015384615384615385,2,0.015384615384615385,,,
super-bowl,2023,Crowdstrike,Disappointment,19,0.14615384615384616,19,0.14615384615384616,,,
super-bowl,2023,Crowdstrike,Disgust,1,0.007692307692307693,1,0.007692307692307693,,,
super-bowl,2023,Crowdstrike,Excitement,8,0.06153846153846154,8,0.06153846153846154,,,
super-bowl,2023,Crowdstrike,Joy,60,0.46153846153846156,60,0.46153846153846156,,,
super-bowl,2023,Crowdstrike,Pride,26,0.2,26,0.2,,,
super-bowl,2023,Crowdstrike,Surprise,14,0.1076923076923077,14,0.1076923076923077,,,
super-bowl,2023,Crown Royalx Super Bowl LVII - Thank You Canada,Anger,72,0.045714285714285714,72,0.045714285714285714,,,
super-bowl,2023,Crown Royalx Super Bowl LVII - Thank You Canada,Disappointment,162,0.10285714285714286,162,0.10285714285714286,,,
super-bowl,2023,Crown Royalx Super Bowl LVII - Thank You Canada,Disgust,35,0.022222222222222223,35,0.022222222222222223,,,
super-bowl,2023,Crown Royalx Super Bowl LVII - Thank You Canada,Excitement,137,0.08698412698412698,137,0.08698412698412698,,,
super-bowl,2023,Crown Royalx Super Bowl LVII - Thank You Canada,Joy,773,0.4907936507936508,773,0.4907936507936508,,,
super-bowl,2023,Crown Royalx Super Bowl LVII - Thank You Canada,Pride,255,0.1619047619047619,255,0.1619047619047619,,,
super-bowl,2023,Crown Royalx Super Bowl LVII - Thank You Canada,Surprise,141,0.08952380952380952,141,0.08952380952380952,,,
super-bowl,2023,Daytona500,Anger,1,0.003875968992248062,1,0.003875968992248062,,,
super-bowl,2023,Daytona500,Disappointment,26,0.10077519379844961,26,0.10077519379844961,,,
super-bowl,2023,Daytona500,Disgust,8,0.031007751937984496,8,0.031007751937984496,,,
super-bowl,2023,Daytona500,Excitement,38,0.14728682170542637,38,0.14728682170542637,,,
super-bowl,2023,Daytona500,Joy,175,0.6782945736434108,175,0.6782945736434108,,,
super-bowl,2023,Daytona500,Pride,5,0.01937984496124031,5,0.01937984496124031,,,
super-bowl,2023,Daytona500,Surprise,5,0.01937984496124031,5,0.01937984496124031,,,
super-bowl,2023,Dead Space | Official Accolades,Disappointment,1,0.07142857142857142,1,0.07142857142857142,,,
super-bowl,2023,Dead Space | Official Accolades,Joy,12,0.8571428571428571,12,0.8571428571428571,,,
super-bowl,2023,Dead Space | Official Accolades,Surprise,1,0.07142857142857142,1,0.07142857142857142,,,
super-bowl,2023,Dexcom: Feels like magic,Anger,25,0.005558025789239662,25,0.005558025789239662,,,
super-bowl,2023,Dexcom: Feels like magic,Disappointment,66,0.014673188083592708,66,0.014673188083592708,,,
super-bowl,2023,Dexcom: Feels like magic,Disgust,13,0.002890173410404624,13,0.002890173410404624,,,
super-bowl,2023,Dexcom: Feels like magic,Excitement,27,0.006002667852378835,27,0.006002667852378835,,,
super-bowl,2023,Dexcom: Feels like magic,Joy,4331,0.9628723877278791,4331,0.9628723877278791,,,
super-bowl,2023,Dexcom: Feels like magic,Pride,20,0.004446420631391729,20,0.004446420631391729,,,
super-bowl,2023,Dexcom: Feels like magic,Surprise,16,0.0035571365051133837,16,0.0035571365051133837,,,
super-bowl,2023,Dialpad -The Good Ai,Anger,3,0.04918032786885246,3,0.04918032786885246,,,
super-bowl,2023,Dialpad -The Good Ai,Disappointment,1,0.01639344262295082,1,0.01639344262295082,,,
super-bowl,2023,Dialpad -The Good Ai,Disgust,1,0.01639344262295082,1,0.01639344262295082,,,
super-bowl,2023,Dialpad -The Good Ai,Excitement,9,0.14754098360655737,9,0.14754098360655737,,,
super-bowl,2023,Dialpad -The Good Ai,Joy,43,0.7049180327868853,43,0.7049180327868853,,,
super-bowl,2023,Dialpad -The Good Ai,Pride,1,0.01639344262295082,1,0.01639344262295082,,,
super-bowl,2023,Dialpad -The Good Ai,Surprise,3,0.04918032786885246,3,0.04918032786885246,,,
super-bowl,2023,Disney 100 Special Look,Anger,1009,0.06888782685874241,1009,0.06888782685874241,,,
super-bowl,2023,Disney 100 Special Look,Disappointment,2383,0.16269543251177715,2383,0.16269543251177715,,,
super-bowl,2023,Disney 100 Special Look,Disgust,319,0.021779203932545912,319,0.021779203932545912,,,
super-bowl,2023,Disney 100 Special Look,Excitement,503,0.034341503379531645,503,0.034341503379531645,,,
super-bowl,2023,Disney 100 Special Look,Joy,8402,0.5736328258346419,8402,0.5736328258346419,,,
super-bowl,2023,Disney 100 Special Look,Pride,1438,0.09817710111285588,1438,0.09817710111285588,,,
super-bowl,2023,Disney 100 Special Look,Surprise,593,0.0404861063699051,593,0.0404861063699051,,,
super-bowl,2023,Disney Plus,Anger,19,0.1792452830188679,19,0.1792452830188679,,,
super-bowl,2023,Disney Plus,Disappointment,10,0.09433962264150944,10,0.09433962264150944,,,
super-bowl,2023,Disney Plus,Disgust,7,0.0660377358490566,7,0.0660377358490566,,,
super-bowl,2023,Disney Plus,Excitement,6,0.05660377358490566,6,0.05660377358490566,,,
super-bowl,2023,Disney Plus,Joy,57,0.5377358490566038,57,0.5377358490566038,,,
super-bowl,2023,Disney Plus,Pride,5,0.04716981132075472,5,0.04716981132075472,,,
super-bowl,2023,Disney Plus,Surprise,2,0.018867924528301886,2,0.018867924528301886,,,
super-bowl,2023,Disney Trailer: Indiana Jones and the Dial of Destiny,Anger,195,0.0749135612754514,195,0.0749135612754514,,,
super-bowl,2023,Disney Trailer: Indiana Jones and the Dial of Destiny,Disappointment,209,0.08029197080291971,209,0.08029197080291971,,,
super-bowl,2023,Disney Trailer: Indiana Jones and the Dial of Destiny,Disgust,62,0.023818670764502496,62,0.023818670764502496,,,
super-bowl,2023,Disney Trailer: Indiana Jones and the Dial of Destiny,Excitement,988,0.3795620437956204,988,0.3795620437956204,,,
super-bowl,2023,Disney Trailer: Indiana Jones and the Dial of Destiny,Joy,962,0.3695735689588936,962,0.3695735689588936,,,
super-bowl,2023,Disney Trailer: Indiana Jones and the Dial of Destiny,Pride,65,0.024971187091817133,65,0.024971187091817133,,,
super-bowl,2023,Disney Trailer: Indiana Jones and the Dial of Destiny,Surprise,122,0.04686899731079524,122,0.04686899731079524,,,
super-bowl,2023,DoorDash-We Get Groceries,Anger,17,0.0752212389380531,17,0.0752212389380531,,,
super-bowl,2023,DoorDash-We Get Groceries,Disappointment,36,0.1592920353982301,36,0.1592920353982301,,,
super-bowl,2023,DoorDash-We Get Groceries,Disgust,9,0.03982300884955752,9,0.03982300884955752,,,
super-bowl,2023,DoorDash-We Get Groceries,Excitement,14,0.061946902654867256,14,0.061946902654867256,,,
super-bowl,2023,DoorDash-We Get Groceries,Joy,120,0.5309734513274337,120,0.5309734513274337,,,
super-bowl,2023,DoorDash-We Get Groceries,Pride,12,0.05309734513274336,12,0.05309734513274336,,,
super-bowl,2023,DoorDash-We Get Groceries,Surprise,18,0.07964601769911504,18,0.07964601769911504,,,
super-bowl,2023,Doritos: Jack Harlow -New Angle,Anger,44,0.042843232716650435,44,0.042843232716650435,,,
super-bowl,2023,Doritos: Jack Harlow -New Angle,Disappointment,60,0.05842259006815969,60,0.05842259006815969,,,
super-bowl,2023,Doritos: Jack Harlow -New Angle,Disgust,27,0.02629016553067186,27,0.02629016553067186,,,
super-bowl,2023,Doritos: Jack Harlow -New Angle,Excitement,48,0.04673807205452775,48,0.04673807205452775,,,
super-bowl,2023,Doritos: Jack Harlow -New Angle,Joy,758,0.7380720545277507,758,0.7380720545277507,,,
super-bowl,2023,Doritos: Jack Harlow -New Angle,Pride,33,0.03213242453748783,33,0.03213242453748783,,,
super-bowl,2023,Doritos: Jack Harlow -New Angle,Surprise,57,0.055501460564751706,57,0.055501460564751706,,,
super-bowl,2023,Downy Unstopables: Call Me Downy McBride,Anger,60,0.06263048016701461,60,0.06263048016701461,,,
super-bowl,2023,Downy Unstopables: Call Me Downy McBride,Disappointment,133,0.13883089770354906,133,0.13883089770354906,,,
super-bowl,2023,Downy Unstopables: Call Me Downy McBride,Disgust,62,0.06471816283924843,62,0.06471816283924843,,,
super-bowl,2023,Downy Unstopables: Call Me Downy McBride,Excitement,60,0.06263048016701461,60,0.06263048016701461,,,
super-bowl,2023,Downy Unstopables: Call Me Downy McBride,Joy,520,0.5427974947807933,520,0.5427974947807933,,,
super-bowl,2023,Downy Unstopables: Call Me Downy McBride,Pride,49,0.0511482254697286,49,0.0511482254697286,,,
super-bowl,2023,Downy Unstopables: Call Me Downy McBride,Surprise,74,0.07724425887265135,74,0.07724425887265135,,,
super-bowl,2023,DraftKings: Kevin Hart- Free bet,Anger,63,0.05722070844686648,63,0.05722070844686648,,,
super-bowl,2023,DraftKings: Kevin Hart- Free bet,Disappointment,142,0.12897366030881016,142,0.12897366030881016,,,
super-bowl,2023,DraftKings: Kevin Hart- Free bet,Disgust,40,0.03633060853769301,40,0.03633060853769301,,,
super-bowl,2023,DraftKings: Kevin Hart- Free bet,Excitement,155,0.1407811080835604,155,0.1407811080835604,,,
super-bowl,2023,DraftKings: Kevin Hart- Free bet,Joy,573,0.5204359673024523,573,0.5204359673024523,,,
super-bowl,2023,DraftKings: Kevin Hart- Free bet,Pride,31,0.02815622161671208,31,0.02815622161671208,,,
super-bowl,2023,DraftKings: Kevin Hart- Free bet,Surprise,97,0.08810172570390554,97,0.08810172570390554,,,
super-bowl,2023,Dunkin’ ‘Drive-Thru’ starring Ben,Anger,99,0.041666666666666664,99,0.041666666666666664,,,
super-bowl,2023,Dunkin’ ‘Drive-Thru’ starring Ben,Disappointment,379,0.15951178451178452,379,0.15951178451178452,,,
super-bowl,2023,Dunkin’ ‘Drive-Thru’ starring Ben,Disgust,53,0.022306397306397305,53,0.022306397306397305,,,
super-bowl,2023,Dunkin’ ‘Drive-Thru’ starring Ben,Excitement,203,0.08543771043771044,203,0.08543771043771044,,,
super-bowl,2023,Dunkin’ ‘Drive-Thru’ starring Ben,Joy,1415,0.5955387205387206,1415,0.5955387205387206,,,
super-bowl,2023,Dunkin’ ‘Drive-Thru’ starring Ben,Pride,24,0.010101010101010102,24,0.010101010101010102,,,
super-bowl,2023,Dunkin’ ‘Drive-Thru’ starring Ben,Surprise,203,0.08543771043771044,203,0.08543771043771044,,,
super-bowl,2023,E*TRADE: Wedding,Anger,6,0.05084745762711865,6,0.05084745762711865,,,
super-bowl,2023,E*TRADE: Wedding,Disappointment,15,0.1271186440677966,15,0.1271186440677966,,,
super-bowl,2023,E*TRADE: Wedding,Excitement,4,0.03389830508474576,4,0.03389830508474576,,,
super-bowl,2023,E*TRADE: Wedding,Joy,80,0.6779661016949152,80,0.6779661016949152,,,
super-bowl,2023,E*TRADE: Wedding,Pride,1,0.00847457627118644,1,0.00847457627118644,,,
super-bowl,2023,E*TRADE: Wedding,Surprise,12,0.1016949152542373,12,0.1016949152542373,,,
super-bowl,2023,Elf Cosmetics,Anger,10,0.053475935828877004,10,0.053475935828877004,,,
super-bowl,2023,Elf Cosmetics,Disappointment,24,0.12834224598930483,24,0.12834224598930483,,,
super-bowl,2023,Elf Cosmetics,Disgust,20,0.10695187165775401,20,0.10695187165775401,,,
super-bowl,2023,Elf Cosmetics,Excitement,5,0.026737967914438502,5,0.026737967914438502,,,
super-bowl,2023,Elf Cosmetics,Joy,115,0.6149732620320856,115,0.6149732620320856,,,
super-bowl,2023,Elf Cosmetics,Pride,6,0.03208556149732621,6,0.03208556149732621,,,
super-bowl,2023,Elf Cosmetics,Surprise,7,0.0374331550802139,7,0.0374331550802139,,,
super-bowl,2023,Experian -“Happy Guy”,Disappointment,1,0.05263157894736842,1,0.05263157894736842,,,
super-bowl,2023,Experian -“Happy Guy”,Joy,14,0.7368421052631579,14,0.7368421052631579,,,
super-bowl,2023,Experian -“Happy Guy”,Pride,1,0.05263157894736842,1,0.05263157894736842,,,
super-bowl,2023,Experian -“Happy Guy”,Surprise,3,0.15789473684210525,3,0.15789473684210525,,,
super-bowl,2023,FOX,Disgust,1,0.16666666666666666,1,0.16666666666666666,,,
super-bowl,2023,FOX,Joy,4,0.6666666666666666,4,0.6666666666666666,,,
super-bowl,2023,FOX,Surprise,1,0.16666666666666666,1,0.16666666666666666,,,
super-bowl,2023,FanDuel: Kick of Destiny,Anger,166,0.05716253443526171,166,0.05716253443526171,,,
super-bowl,2023,FanDuel: Kick of Destiny,Disappointment,632,0.21763085399449036,632,0.21763085399449036,,,
super-bowl,2023,FanDuel: Kick of Destiny,Disgust,98,0.0337465564738292,98,0.0337465564738292,,,
super-bowl,2023,FanDuel: Kick of Destiny,Excitement,198,0.06818181818181818,198,0.06818181818181818,,,
super-bowl,2023,FanDuel: Kick of Destiny,Joy,1539,0.5299586776859504,1539,0.5299586776859504,,,
super-bowl,2023,FanDuel: Kick of Destiny,Pride,116,0.03994490358126722,116,0.03994490358126722,,,
super-bowl,2023,FanDuel: Kick of Destiny,Surprise,155,0.05337465564738292,155,0.05337465564738292,,,
super-bowl,2023,Farmer wants a wife,Disappointment,1,0.1111111111111111,1,0.1111111111111111,,,
super-bowl,2023,Farmer wants a wife,Disgust,1,0.1111111111111111,1,0.1111111111111111,,,
super-bowl,2023,Farmer wants a wife,Excitement,2,0.2222222222222222,2,0.2222222222222222,,,
super-bowl,2023,Farmer wants a wife,Joy,4,0.4444444444444444,4,0.4444444444444444,,,
super-bowl,2023,Farmer wants a wife,Surprise,1,0.1111111111111111,1,0.1111111111111111,,,
super-bowl,2023,GM x Netflix: EVs On Screen,Anger,54,0.017402513696422817,54,0.017402513696422817,,,
super-bowl,2023,GM x Netflix: EVs On Screen,Disappointment,147,0.04737350950692878,147,0.04737350950692878,,,
super-bowl,2023,GM x Netflix: EVs On Screen,Disgust,23,0.007412181759587496,23,0.007412181759587496,,,
super-bowl,2023,GM x Netflix: EVs On Screen,Excitement,85,0.027392845633258136,85,0.027392845633258136,,,
super-bowl,2023,GM x Netflix: EVs On Screen,Joy,2698,0.8694811472768289,2698,0.8694811472768289,,,
super-bowl,2023,GM x Netflix: EVs On Screen,Pride,30,0.009668063164679342,30,0.009668063164679342,,,
super-bowl,2023,GM x Netflix: EVs On Screen,Surprise,66,0.021269738962294553,66,0.021269738962294553,,,
super-bowl,2023,Google Pixel,Anger,2,0.03333333333333333,2,0.03333333333333333,,,
super-bowl,2023,Google Pixel,Disappointment,3,0.05,3,0.05,,,
super-bowl,2023,Google Pixel,Excitement,34,0.5666666666666667,34,0.5666666666666667,,,
super-bowl,2023,Google Pixel,Joy,20,0.3333333333333333,20,0.3333333333333333,,,
super-bowl,2023,Google Pixel,Surprise,1,0.016666666666666666,1,0.016666666666666666,,,
super-bowl,2023,Google: Fixed on Pixel,Anger,20,0.017857142857142856,20,0.017857142857142856,,,
super-bowl,2023,Google: Fixed on Pixel,Disappointment,52,0.04642857142857143,52,0.04642857142857143,,,
super-bowl,2023,Google: Fixed on Pixel,Disgust,52,0.04642857142857143,52,0.04642857142857143,,,
super-bowl,2023,Google: Fixed on Pixel,Excitement,25,0.022321428571428572,25,0.022321428571428572,,,
super-bowl,2023,Google: Fixed on Pixel,Joy,892,0.7964285714285714,892,0.7964285714285714,,,
super-bowl,2023,Google: Fixed on Pixel,Pride,30,0.026785714285714284,30,0.026785714285714284,,,
super-bowl,2023,Google: Fixed on Pixel,Surprise,49,0.04375,49,0.04375,,,
super-bowl,2023,Gutfeld,Anger,20,0.05361930294906166,20,0.05361930294906166,,,
super-bowl,2023,Gutfeld,Disappointment,79,0.21179624664879357,79,0.21179624664879357,,,
super-bowl,2023,Gutfeld,Disgust,67,0.17962466487935658,67,0.17962466487935658,,,
super-bowl,2023,Gutfeld,Excitement,16,0.04289544235924933,16,0.04289544235924933,,,
super-bowl,2023,Gutfeld,Joy,169,0.45308310991957107,169,0.45308310991957107,,,
super-bowl,2023,Gutfeld,Pride,5,0.013404825737265416,5,0.013404825737265416,,,
super-bowl,2023,Gutfeld,Surprise,17,0.045576407506702415,17,0.045576407506702415,,,
super-bowl,2023,H&R BLOCK,Anger,87,0.042439024390243905,87,0.042439024390243905,,,
super-bowl,2023,H&R BLOCK,Disappointment,170,0.08292682926829269,170,0.08292682926829269,,,
super-bowl,2023,H&R BLOCK,Disgust,119,0.05804878048780488,119,0.05804878048780488,,,
super-bowl,2023,H&R BLOCK,Excitement,64,0.03121951219512195,64,0.03121951219512195,,,
super-bowl,2023,H&R BLOCK,Joy,1356,0.6614634146341464,1356,0.6614634146341464,,,
super-bowl,2023,H&R BLOCK,Pride,181,0.08829268292682926,181,0.08829268292682926,,,
super-bowl,2023,H&R BLOCK,Surprise,73,0.03560975609756097,73,0.03560975609756097,,,
super-bowl,2023,He Gets Us Be Childlike,Anger,7,0.1891891891891892,7,0.1891891891891892,,,
super-bowl,2023,He Gets Us Be Childlike,Disappointment,3,0.08108108108108109,3,0.08108108108108109,,,
super-bowl,2023,He Gets Us Be Childlike,Disgust,2,0.05405405405405406,2,0.05405405405405406,,,
super-bowl,2023,He Gets Us Be Childlike,Joy,25,0.6756756756756757,25,0.6756756756756757,,,
super-bowl,2023,He gets Us-Love your Enemies,Anger,270,0.37604456824512533,270,0.37604456824512533,,,
super-bowl,2023,He gets Us-Love your Enemies,Disappointment,21,0.02924791086350975,21,0.02924791086350975,,,
super-bowl,2023,He gets Us-Love your Enemies,Disgust,20,0.027855153203342618,20,0.027855153203342618,,,
super-bowl,2023,He gets Us-Love your Enemies,Excitement,11,0.01532033426183844,11,0.01532033426183844,,,
super-bowl,2023,He gets Us-Love your Enemies,Joy,365,0.5083565459610028,365,0.5083565459610028,,,
super-bowl,2023,He gets Us-Love your Enemies,Pride,12,0.016713091922005572,12,0.016713091922005572,,,
super-bowl,2023,He gets Us-Love your Enemies,Surprise,19,0.026462395543175487,19,0.026462395543175487,,,
